identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
5817405430093019374,user,Etats-Unis,en,3,8,17,0,0,0.0,0,0,F,2,mrs,True,True,False,True,608,3205,106.83,8.9,us
-8059050468424039287,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-2491679846816250651,user,France,fr,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,380,3205,106.83,8.9,fr
-6199673804488137307,user,Australie,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,au
732233462891417344,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,631,3205,106.83,8.9,us
8033640371070952885,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
-6901498570750099524,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,399,3205,106.83,8.9,us
7834906583805511897,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-429871869900409942,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,508,3205,106.83,8.9,au
5650119732339223562,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
8102438231657704594,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,666,3205,106.83,8.9,ca
-6656999960312575401,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
3224876065154815021,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,119,3205,106.83,8.9,us
-7505173986879191454,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
-368325689637452580,user,Finlande,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,442,3205,106.83,8.9,fi
3641417629609595172,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-3079258190235264251,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-8257341749341877734,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
4794401316618483434,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
5917681742374975167,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
5355644977702835583,user,Canada,en,3,8,9,0,0,0.0,72,0,F,2,mrs,True,False,True,True,124,3205,106.83,8.9,ca
1627176273406690551,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,us
7410407630230486069,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-2347309682799955342,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
9072880427021717058,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-953401907459884710,user,Pakistan,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,345,3205,106.83,8.9,pk
6805255285324404215,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
-5807901676683040852,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,151,3205,106.83,8.9,us
3855385538731725773,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,707,3205,106.83,8.9,us
386200499508496189,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
655971268757630226,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,705,3205,106.83,8.9,fr
-7594078875816279790,user,Australie,en,3,8,6,0,0,0.0,0,0,M,1,mr,True,False,True,True,457,3205,106.83,8.9,au
-908320116822763610,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
117478339997124072,user,Singapour,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,sg
1736906370087580332,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,655,3205,106.83,8.9,de
-972424034029392068,user,Malaisie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,614,3205,106.83,8.9,my
-709046064109039395,user,Singapour,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,sg
-4993176745446013408,user,France,fr,3,8,1,0,0,0.0,0,1,F,2,mrs,False,False,False,True,705,3205,106.83,8.9,fr
6110425756279713955,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
-5437205877203686551,user,Etats-Unis,en,3,8,28,0,0,0.0,0,0,F,2,mrs,True,False,True,True,29,3205,106.83,8.9,us
849423752694489132,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
5283772763216407692,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,668,3205,106.83,8.9,gb
-215364929005580805,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-8263748499265835173,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,609,3205,106.83,8.9,au
3495065494017064172,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
-1330994445674214295,user,France,fr,4,8,0,0,0,0.0,2,1,M,1,mr,False,False,False,True,14,3205,106.83,8.9,fr
-775414217385836497,user,Malaisie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,my
-3652766343807852203,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,388,3205,106.83,8.9,us
4442606036301999709,user,Finlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fi
-866830136834139999,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-4867432566601816645,user,Mexique,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,mx
3566494281060453753,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,591,3205,106.83,8.9,us
-4486099216582877219,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,216,3205,106.83,8.9,de
3580851443228020178,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,3205,106.83,8.9,us
-854123319374848771,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-3623952041238429864,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,708,3205,106.83,8.9,gb
-5361565059156293873,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
3876345029975889980,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-2340787825753219365,user,Belgique,fr,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,be
-5958619890119472733,user,Viet Nam,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,216,3205,106.83,8.9,vn
-8649960703894253678,user,Etats-Unis,en,6,8,7,0,0,0.0,1,2,M,1,mr,False,False,False,True,616,3205,106.83,8.9,us
-5889704427198341585,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-2378354615423648790,user,Australie,en,3,8,9,0,0,0.0,5,0,F,2,mrs,False,False,False,True,103,3205,106.83,8.9,au
-6058660938196301169,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
928268331701647806,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,709,3205,106.83,8.9,es
-3320348693454432390,user,Russie,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ru
-7132187000037056216,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
8369583626322802708,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6906871620246995224,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
6163174955388062576,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
-5409066840771284737,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,535,3205,106.83,8.9,us
-6172809351876665069,user,Émirats arabes unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,235,3205,106.83,8.9,ae
6239443206756993241,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
4318649271761029426,user,Etats-Unis,en,4,9,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,274,3205,106.83,8.9,us
3600251704646907325,user,Suisse,de,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,148,3205,106.83,8.9,ch
7843759613241974164,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-8657583611649564731,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,638,3205,106.83,8.9,au
-8566182813491188075,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
7489126620577262025,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,287,3205,106.83,8.9,us
8680979662237234828,user,Suède,en,3,8,0,0,0,0.0,0,1,M,1,mr,False,False,False,True,214,3205,106.83,8.9,se
2728982143189076052,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
4723522136174761527,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
5440020244096778834,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,187,3205,106.83,8.9,ca
6186865710247767546,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-6158736243928639054,user,Chine,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,cn
-576215215238716847,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-6814546503521103446,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,nl
4514257960765572795,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
9154357700177599059,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
784149217606658816,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-6424251956706424375,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
8218416065829279821,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-4074987381629037078,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
1526035113170351895,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
-5641148000734184194,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
-5384295280020436467,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,578,3205,106.83,8.9,it
219695887331745500,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,454,3205,106.83,8.9,us
-3837298229297809992,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,336,3205,106.83,8.9,us
3526592291287723234,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
1568672466613909306,user,Etats-Unis,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
3835564704162462708,user,Etats-Unis,en,3,8,11,0,0,0.0,4,0,F,2,mrs,False,False,False,True,211,3205,106.83,8.9,us
-2938069776098892866,user,Japon,en,3,8,13,0,0,0.0,3,0,F,2,mrs,True,False,True,True,594,3205,106.83,8.9,jp
-5130192824234647969,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,690,3205,106.83,8.9,us
6737248654791446454,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
9154222565280256368,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,611,3205,106.83,8.9,ca
-6057581022087115469,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,14,3205,106.83,8.9,us
1555754889564690949,user,Suède,en,3,8,24,0,0,0.0,0,0,F,2,mrs,False,False,False,True,244,3205,106.83,8.9,se
-1229069332328925500,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,gb
8635400122419387801,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,581,3205,106.83,8.9,au
7614763678750641965,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,695,3205,106.83,8.9,us
7027401336050244088,user,Etats-Unis,en,5,11,5,0,0,0.0,1,0,M,1,mr,True,False,True,True,457,3205,106.83,8.9,us
5357161907158223241,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,us
-2152840346605404385,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5104268380032919184,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
5340786644968650662,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
-4786022456194077769,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
-7594325240906708026,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-6481958031396280101,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6892219279021574888,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-2078859311274336331,user,Nouvelle Zélande,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,593,3205,106.83,8.9,nz
-5137242808221959364,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
1860155036800661478,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,238,3205,106.83,8.9,nl
2185437652078824928,user,Canada,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ca
-4764863062492453295,user,Etats-Unis,en,3,10,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,us
-5532474585754018621,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5167075536533442582,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,559,3205,106.83,8.9,us
-3061805428369391730,user,France,fr,4,8,0,0,0,0.0,1,1,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
-1431421522687165533,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,444,3205,106.83,8.9,fr
2982521244736763235,user,Hong Kong,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,626,3205,106.83,8.9,hk
-2988917683482117913,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-7269005267935884343,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,198,3205,106.83,8.9,se
-1528068723177412534,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,408,3205,106.83,8.9,us
293370994696617469,user,Nouvelle Zélande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,nz
-6499914916387114748,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,476,3205,106.83,8.9,us
-737739267882936401,user,Tunisie,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,tn
-6199491723524158930,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
557503553881153854,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,637,3205,106.83,8.9,us
-8278926857480047759,user,Japon,en,8,10,5,2,0,0.0,23,4,F,3,miss,False,False,False,True,41,3205,106.83,8.9,jp
-5899890374131021066,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,681,3205,106.83,8.9,fr
-4790121200981541225,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,it
4226128916328981009,user,Canada,en,3,8,71,0,0,0.0,0,0,F,2,mrs,True,False,True,True,18,3205,106.83,8.9,ca
-3448316972307198735,user,Etats-Unis,en,4,8,0,0,0,0.0,0,1,F,2,mrs,False,False,False,True,624,3205,106.83,8.9,us
993867988261126960,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6446013900177705987,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6540585254768230597,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-58492538139924834,user,Hong Kong,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,569,3205,106.83,8.9,hk
-7523725318566579509,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6269768627690352111,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
2076929979556880012,user,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,706,3205,106.83,8.9,au
4786958819703154851,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,361,3205,106.83,8.9,fr
-8065210822848828264,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
946246483220892363,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
1107987446221580984,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-5111715148137912257,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-3257872265566813970,user,Argentine,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,86,3205,106.83,8.9,ar
9026398715593985546,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,665,3205,106.83,8.9,es
-5083503492646689429,user,Hong Kong,en,27,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,False,173,3205,106.83,8.9,hk
-3005691508825997854,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
5759417861668960354,user,Azerbaïdjan,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,az
6516867803763006045,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
1006015712082796708,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,585,3205,106.83,8.9,fr
8711628467947181971,user,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,au
-5637780116775951256,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,660,3205,106.83,8.9,es
-8184384284653079253,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-541086043541720073,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-572561962852459743,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,419,3205,106.83,8.9,us
8884051981645766356,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,us
-6411699956814145274,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,us
-4579191226942933963,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,185,3205,106.83,8.9,au
-1027629436473179700,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,390,3205,106.83,8.9,au
7210901368335706989,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
3270321294240253677,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-4331805054086399026,user,France,en,3,8,6,0,0,0.0,14,0,F,2,mrs,False,False,False,True,621,3205,106.83,8.9,fr
9010413217747177904,user,Nouvelle Zélande,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,nz
297294660638036973,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,603,3205,106.83,8.9,us
1026733957913131068,user,Australie,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,289,3205,106.83,8.9,au
5993246887168644995,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,21,3205,106.83,8.9,us
-7102847617761118879,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,us
4672854076768171634,user,Australie,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,696,3205,106.83,8.9,au
2184516689538446970,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-1528925856456767544,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,se
-1198807308175667850,user,Mali,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ml
8801486394826996438,user,Suisse,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ch
3172644237283541225,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,400,3205,106.83,8.9,us
-6284160210606410203,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
8237924174479495372,user,Hong Kong,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,254,3205,106.83,8.9,hk
-718061267059028117,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
3437215462509147518,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,394,3205,106.83,8.9,fr
-219766296153345410,user,Danemark,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,dk
7938013212586803075,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
-8101701514419884197,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-314605783048878849,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
33346570123909216,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
8100074049502084008,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-8132181125162675359,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,548,3205,106.83,8.9,us
8597580791779493550,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
6258212293477515124,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-6190705796777640892,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-2205857650926890820,user,Pays-Bas,en,3,8,0,0,0,0.0,12,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,nl
-3582194913766217777,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,523,3205,106.83,8.9,de
-1649870498625201650,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,30,3205,106.83,8.9,fr
6792212830564903688,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,fr
-5699154406721301706,user,Belgique,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,664,3205,106.83,8.9,be
1864721514994761811,user,Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,us
