ID,Name,CountryCode,District,Info
439,Tatuí,BRA,"São Paulo","{"Population": 93897}"
440,Ji-Paraná,BRA,Rondônia,"{"Population": 93346}"
441,Bacabal,BRA,Maranhão,"{"Population": 93121}"
442,Cametá,BRA,Pará,"{"Population": 92779}"
443,Guaíba,BRA,"Rio Grande do Sul","{"Population": 92224}"
444,"São Lourenço da Mata",BRA,Pernambuco,"{"Population": 91999}"
445,"Santana do Livramento",BRA,"Rio Grande do Sul","{"Population": 91779}"
446,Votorantim,BRA,"São Paulo","{"Population": 91777}"
447,"Campo Largo",BRA,Paraná,"{"Population": 91203}"
448,Patos,BRA,Paraíba,"{"Population": 90519}"
449,Ituiutaba,BRA,"Minas Gerais","{"Population": 90507}"
450,Corumbá,BRA,"Mato Grosso do Sul","{"Population": 90111}"
451,Palhoça,BRA,"Santa Catarina","{"Population": 89465}"
452,"Barra do Piraí",BRA,"Rio de Janeiro","{"Population": 89388}"
453,"Bento Gonçalves",BRA,"Rio Grande do Sul","{"Population": 89254}"
454,Poá,BRA,"São Paulo","{"Population": 89236}"
455,"Águas Lindas de Goiás",BRA,Goiás,"{"Population": 89200}"
456,London,GBR,England,"{"Population": 7285000}"
457,Birmingham,GBR,England,"{"Population": 1013000}"
458,Glasgow,GBR,Scotland,"{"Population": 619680}"
459,Liverpool,GBR,England,"{"Population": 461000}"
460,Edinburgh,GBR,Scotland,"{"Population": 450180}"
461,Sheffield,GBR,England,"{"Population": 431607}"
462,Manchester,GBR,England,"{"Population": 430000}"
463,Leeds,GBR,England,"{"Population": 424194}"
464,Bristol,GBR,England,"{"Population": 402000}"
465,Cardiff,GBR,Wales,"{"Population": 321000}"
466,Coventry,GBR,England,"{"Population": 304000}"
467,Leicester,GBR,England,"{"Population": 294000}"
468,Bradford,GBR,England,"{"Population": 289376}"
469,Belfast,GBR,"North Ireland","{"Population": 287500}"
470,Nottingham,GBR,England,"{"Population": 287000}"
471,"Kingston upon Hull",GBR,England,"{"Population": 262000}"
472,Plymouth,GBR,England,"{"Population": 253000}"
473,Stoke-on-Trent,GBR,England,"{"Population": 252000}"
474,Wolverhampton,GBR,England,"{"Population": 242000}"
475,Derby,GBR,England,"{"Population": 236000}"
476,Swansea,GBR,Wales,"{"Population": 230000}"
477,Southampton,GBR,England,"{"Population": 216000}"
478,Aberdeen,GBR,Scotland,"{"Population": 213070}"
479,Northampton,GBR,England,"{"Population": 196000}"
480,Dudley,GBR,England,"{"Population": 192171}"
481,Portsmouth,GBR,England,"{"Population": 190000}"
482,"Newcastle upon Tyne",GBR,England,"{"Population": 189150}"
483,Sunderland,GBR,England,"{"Population": 183310}"
484,Luton,GBR,England,"{"Population": 183000}"
485,Swindon,GBR,England,"{"Population": 180000}"
486,Southend-on-Sea,GBR,England,"{"Population": 176000}"
487,Walsall,GBR,England,"{"Population": 174739}"
488,Bournemouth,GBR,England,"{"Population": 162000}"
489,Peterborough,GBR,England,"{"Population": 156000}"
490,Brighton,GBR,England,"{"Population": 156124}"
491,Blackpool,GBR,England,"{"Population": 151000}"
492,Dundee,GBR,Scotland,"{"Population": 146690}"
493,"West Bromwich",GBR,England,"{"Population": 146386}"
494,Reading,GBR,England,"{"Population": 148000}"
495,"Oldbury/Smethwick (Warley)",GBR,England,"{"Population": 145542}"
496,Middlesbrough,GBR,England,"{"Population": 145000}"
497,Huddersfield,GBR,England,"{"Population": 143726}"
498,Oxford,GBR,England,"{"Population": 144000}"
499,Poole,GBR,England,"{"Population": 141000}"
500,Bolton,GBR,England,"{"Population": 139020}"
501,Blackburn,GBR,England,"{"Population": 140000}"
502,Newport,GBR,Wales,"{"Population": 139000}"
503,Preston,GBR,England,"{"Population": 135000}"
504,Stockport,GBR,England,"{"Population": 132813}"
505,Norwich,GBR,England,"{"Population": 124000}"
506,Rotherham,GBR,England,"{"Population": 121380}"
507,Cambridge,GBR,England,"{"Population": 121000}"
508,Watford,GBR,England,"{"Population": 113080}"
509,Ipswich,GBR,England,"{"Population": 114000}"
510,Slough,GBR,England,"{"Population": 112000}"
511,Exeter,GBR,England,"{"Population": 111000}"
512,Cheltenham,GBR,England,"{"Population": 106000}"
513,Gloucester,GBR,England,"{"Population": 107000}"
514,"Saint Helens",GBR,England,"{"Population": 106293}"
515,"Sutton Coldfield",GBR,England,"{"Population": 106001}"
516,York,GBR,England,"{"Population": 104425}"
517,Oldham,GBR,England,"{"Population": 103931}"
518,Basildon,GBR,England,"{"Population": 100924}"
519,Worthing,GBR,England,"{"Population": 100000}"
520,Chelmsford,GBR,England,"{"Population": 97451}"
521,Colchester,GBR,England,"{"Population": 96063}"
522,Crawley,GBR,England,"{"Population": 97000}"
523,Gillingham,GBR,England,"{"Population": 92000}"
524,Solihull,GBR,England,"{"Population": 94531}"
525,Rochdale,GBR,England,"{"Population": 94313}"
526,Birkenhead,GBR,England,"{"Population": 93087}"
527,Worcester,GBR,England,"{"Population": 95000}"
528,Hartlepool,GBR,England,"{"Population": 92000}"
529,Halifax,GBR,England,"{"Population": 91069}"
530,Woking/Byfleet,GBR,England,"{"Population": 92000}"
531,Southport,GBR,England,"{"Population": 90959}"
532,Maidstone,GBR,England,"{"Population": 90878}"
533,Eastbourne,GBR,England,"{"Population": 90000}"
534,Grimsby,GBR,England,"{"Population": 89000}"
535,"Saint Helier",GBR,Jersey,"{"Population": 27523}"
536,Douglas,GBR,–,"{"Population": 23487}"
537,"Road Town",VGB,Tortola,"{"Population": 8000}"
538,"Bandar Seri Begawan",BRN,"Brunei and Muara","{"Population": 21484}"
539,Sofija,BGR,"Grad Sofija","{"Population": 1122302}"
540,Plovdiv,BGR,Plovdiv,"{"Population": 342584}"
541,Varna,BGR,Varna,"{"Population": 299801}"
542,Burgas,BGR,Burgas,"{"Population": 195255}"
543,Ruse,BGR,Ruse,"{"Population": 166467}"
544,"Stara Zagora",BGR,Haskovo,"{"Population": 147939}"
545,Pleven,BGR,Lovec,"{"Population": 121952}"
546,Sliven,BGR,Burgas,"{"Population": 105530}"
547,Dobric,BGR,Varna,"{"Population": 100399}"
548,Šumen,BGR,Varna,"{"Population": 94686}"
549,Ouagadougou,BFA,Kadiogo,"{"Population": 824000}"
550,Bobo-Dioulasso,BFA,Houet,"{"Population": 300000}"
551,Koudougou,BFA,Boulkiemdé,"{"Population": 105000}"
552,Bujumbura,BDI,Bujumbura,"{"Population": 300000}"
553,"George Town",CYM,"Grand Cayman","{"Population": 19600}"
554,"Santiago de Chile",CHL,Santiago,"{"Population": 4703954}"
555,"Puente Alto",CHL,Santiago,"{"Population": 386236}"
556,"Viña del Mar",CHL,Valparaíso,"{"Population": 312493}"
557,Valparaíso,CHL,Valparaíso,"{"Population": 293800}"
558,Talcahuano,CHL,Bíobío,"{"Population": 277752}"
559,Antofagasta,CHL,Antofagasta,"{"Population": 251429}"
560,"San Bernardo",CHL,Santiago,"{"Population": 241910}"
561,Temuco,CHL,"La Araucanía","{"Population": 233041}"
562,Concepción,CHL,Bíobío,"{"Population": 217664}"
563,Rancagua,CHL,O´Higgins,"{"Population": 212977}"
564,Arica,CHL,Tarapacá,"{"Population": 189036}"
565,Talca,CHL,Maule,"{"Population": 187557}"
566,Chillán,CHL,Bíobío,"{"Population": 178182}"
567,Iquique,CHL,Tarapacá,"{"Population": 177892}"
568,"Los Angeles",CHL,Bíobío,"{"Population": 158215}"
569,"Puerto Montt",CHL,"Los Lagos","{"Population": 152194}"
570,Coquimbo,CHL,Coquimbo,"{"Population": 143353}"
571,Osorno,CHL,"Los Lagos","{"Population": 141468}"
572,"La Serena",CHL,Coquimbo,"{"Population": 137409}"
573,Calama,CHL,Antofagasta,"{"Population": 137265}"
574,Valdivia,CHL,"Los Lagos","{"Population": 133106}"
575,"Punta Arenas",CHL,Magallanes,"{"Population": 125631}"
576,Copiapó,CHL,Atacama,"{"Population": 120128}"
577,Quilpué,CHL,Valparaíso,"{"Population": 118857}"
578,Curicó,CHL,Maule,"{"Population": 115766}"
579,Ovalle,CHL,Coquimbo,"{"Population": 94854}"
580,Coronel,CHL,Bíobío,"{"Population": 93061}"
581,"San Pedro de la Paz",CHL,Bíobío,"{"Population": 91684}"
582,Melipilla,CHL,Santiago,"{"Population": 91056}"
583,Avarua,COK,Rarotonga,"{"Population": 11900}"
584,"San José",CRI,"San José","{"Population": 339131}"
585,Djibouti,DJI,Djibouti,"{"Population": 383000}"
586,Roseau,DMA,"St George","{"Population": 16243}"
587,"Santo Domingo de Guzmán",DOM,"Distrito Nacional","{"Population": 1609966}"
588,"Santiago de los Caballeros",DOM,Santiago,"{"Population": 365463}"
589,"La Romana",DOM,"La Romana","{"Population": 140204}"
590,"San Pedro de Macorís",DOM,"San Pedro de Macorís","{"Population": 124735}"
591,"San Francisco de Macorís",DOM,Duarte,"{"Population": 108485}"
592,"San Felipe de Puerto Plata",DOM,"Puerto Plata","{"Population": 89423}"
593,Guayaquil,ECU,Guayas,"{"Population": 2070040}"
594,Quito,ECU,Pichincha,"{"Population": 1573458}"
595,Cuenca,ECU,Azuay,"{"Population": 270353}"
596,Machala,ECU,"El Oro","{"Population": 210368}"
597,"Santo Domingo de los Colorados",ECU,Pichincha,"{"Population": 202111}"
598,Portoviejo,ECU,Manabí,"{"Population": 176413}"
599,Ambato,ECU,Tungurahua,"{"Population": 169612}"
600,Manta,ECU,Manabí,"{"Population": 164739}"
601,"Duran [Eloy Alfaro]",ECU,Guayas,"{"Population": 152514}"
602,Ibarra,ECU,Imbabura,"{"Population": 130643}"
603,Quevedo,ECU,"Los Ríos","{"Population": 129631}"
604,Milagro,ECU,Guayas,"{"Population": 124177}"
605,Loja,ECU,Loja,"{"Population": 123875}"
606,Ríobamba,ECU,Chimborazo,"{"Population": 123163}"
607,Esmeraldas,ECU,Esmeraldas,"{"Population": 123045}"
608,Cairo,EGY,Kairo,"{"Population": 6789479}"
609,Alexandria,EGY,Aleksandria,"{"Population": 3328196}"
610,Giza,EGY,Giza,"{"Population": 2221868}"
611,"Shubra al-Khayma",EGY,al-Qalyubiya,"{"Population": 870716}"
612,"Port Said",EGY,"Port Said","{"Population": 469533}"
613,Suez,EGY,Suez,"{"Population": 417610}"
614,"al-Mahallat al-Kubra",EGY,al-Gharbiya,"{"Population": 395402}"
615,Tanta,EGY,al-Gharbiya,"{"Population": 371010}"
616,al-Mansura,EGY,al-Daqahliya,"{"Population": 369621}"
617,Luxor,EGY,Luxor,"{"Population": 360503}"
618,Asyut,EGY,Asyut,"{"Population": 343498}"
619,Bahtim,EGY,al-Qalyubiya,"{"Population": 275807}"
620,Zagazig,EGY,al-Sharqiya,"{"Population": 267351}"
621,al-Faiyum,EGY,al-Faiyum,"{"Population": 260964}"
622,Ismailia,EGY,Ismailia,"{"Population": 254477}"
623,"Kafr al-Dawwar",EGY,al-Buhayra,"{"Population": 231978}"
624,Assuan,EGY,Assuan,"{"Population": 219017}"
625,Damanhur,EGY,al-Buhayra,"{"Population": 212203}"
626,al-Minya,EGY,al-Minya,"{"Population": 201360}"
627,"Bani Suwayf",EGY,"Bani Suwayf","{"Population": 172032}"
628,Qina,EGY,Qina,"{"Population": 171275}"
629,Sawhaj,EGY,Sawhaj,"{"Population": 170125}"
630,"Shibin al-Kawm",EGY,al-Minufiya,"{"Population": 159909}"
631,"Bulaq al-Dakrur",EGY,Giza,"{"Population": 148787}"
632,Banha,EGY,al-Qalyubiya,"{"Population": 145792}"
633,"Warraq al-Arab",EGY,Giza,"{"Population": 127108}"
634,"Kafr al-Shaykh",EGY,"Kafr al-Shaykh","{"Population": 124819}"
635,Mallawi,EGY,al-Minya,"{"Population": 119283}"
636,Bilbays,EGY,al-Sharqiya,"{"Population": 113608}"
637,"Mit Ghamr",EGY,al-Daqahliya,"{"Population": 101801}"
638,al-Arish,EGY,"Shamal Sina","{"Population": 100447}"
639,Talkha,EGY,al-Daqahliya,"{"Population": 97700}"
640,Qalyub,EGY,al-Qalyubiya,"{"Population": 97200}"
641,Jirja,EGY,Sawhaj,"{"Population": 95400}"
642,Idfu,EGY,Qina,"{"Population": 94200}"
643,al-Hawamidiya,EGY,Giza,"{"Population": 91700}"
644,Disuq,EGY,"Kafr al-Shaykh","{"Population": 91300}"
645,"San Salvador",SLV,"San Salvador","{"Population": 415346}"
646,"Santa Ana",SLV,"Santa Ana","{"Population": 139389}"
647,Mejicanos,SLV,"San Salvador","{"Population": 138800}"
648,Soyapango,SLV,"San Salvador","{"Population": 129800}"
649,"San Miguel",SLV,"San Miguel","{"Population": 127696}"
650,"Nueva San Salvador",SLV,"La Libertad","{"Population": 98400}"
651,Apopa,SLV,"San Salvador","{"Population": 88800}"
652,Asmara,ERI,Maekel,"{"Population": 431000}"
653,Madrid,ESP,Madrid,"{"Population": 2879052}"
654,Barcelona,ESP,Katalonia,"{"Population": 1503451}"
655,Valencia,ESP,Valencia,"{"Population": 739412}"
656,Sevilla,ESP,Andalusia,"{"Population": 701927}"
657,Zaragoza,ESP,Aragonia,"{"Population": 603367}"
658,Málaga,ESP,Andalusia,"{"Population": 530553}"
659,Bilbao,ESP,Baskimaa,"{"Population": 357589}"
660,"Las Palmas de Gran Canaria",ESP,"Canary Islands","{"Population": 354757}"
661,Murcia,ESP,Murcia,"{"Population": 353504}"
662,"Palma de Mallorca",ESP,Balears,"{"Population": 326993}"
663,Valladolid,ESP,"Castilla and León","{"Population": 319998}"
664,Córdoba,ESP,Andalusia,"{"Population": 311708}"
665,Vigo,ESP,Galicia,"{"Population": 283670}"
666,"Alicante [Alacant]",ESP,Valencia,"{"Population": 272432}"
667,Gijón,ESP,Asturia,"{"Population": 267980}"
668,"L´Hospitalet de Llobregat",ESP,Katalonia,"{"Population": 247986}"
669,Granada,ESP,Andalusia,"{"Population": 244767}"
670,"A Coruña (La Coruña)",ESP,Galicia,"{"Population": 243402}"
671,Vitoria-Gasteiz,ESP,Baskimaa,"{"Population": 217154}"
672,"Santa Cruz de Tenerife",ESP,"Canary Islands","{"Population": 213050}"
673,Badalona,ESP,Katalonia,"{"Population": 209635}"
674,Oviedo,ESP,Asturia,"{"Population": 200453}"
675,Móstoles,ESP,Madrid,"{"Population": 195351}"
676,"Elche [Elx]",ESP,Valencia,"{"Population": 193174}"
677,Sabadell,ESP,Katalonia,"{"Population": 184859}"
678,Santander,ESP,Cantabria,"{"Population": 184165}"
679,"Jerez de la Frontera",ESP,Andalusia,"{"Population": 182660}"
680,"Pamplona [Iruña]",ESP,Navarra,"{"Population": 180483}"
681,"Donostia-San Sebastián",ESP,Baskimaa,"{"Population": 179208}"
682,Cartagena,ESP,Murcia,"{"Population": 177709}"
683,Leganés,ESP,Madrid,"{"Population": 173163}"
684,Fuenlabrada,ESP,Madrid,"{"Population": 171173}"
685,Almería,ESP,Andalusia,"{"Population": 169027}"
686,Terrassa,ESP,Katalonia,"{"Population": 168695}"
687,"Alcalá de Henares",ESP,Madrid,"{"Population": 164463}"
688,Burgos,ESP,"Castilla and León","{"Population": 162802}"
689,Salamanca,ESP,"Castilla and León","{"Population": 158720}"
690,Albacete,ESP,"Kastilia-La Mancha","{"Population": 147527}"
691,Getafe,ESP,Madrid,"{"Population": 145371}"
692,Cádiz,ESP,Andalusia,"{"Population": 142449}"
693,Alcorcón,ESP,Madrid,"{"Population": 142048}"
694,Huelva,ESP,Andalusia,"{"Population": 140583}"
695,León,ESP,"Castilla and León","{"Population": 139809}"
696,"Castellón de la Plana [Castell",ESP,Valencia,"{"Population": 139712}"
697,Badajoz,ESP,Extremadura,"{"Population": 136613}"
698,"[San Cristóbal de] la Laguna",ESP,"Canary Islands","{"Population": 127945}"
699,Logroño,ESP,"La Rioja","{"Population": 127093}"
700,"Santa Coloma de Gramenet",ESP,Katalonia,"{"Population": 120802}"
701,Tarragona,ESP,Katalonia,"{"Population": 113016}"
702,"Lleida (Lérida)",ESP,Katalonia,"{"Population": 112207}"
703,Jaén,ESP,Andalusia,"{"Population": 109247}"
704,"Ourense (Orense)",ESP,Galicia,"{"Population": 109120}"
705,Mataró,ESP,Katalonia,"{"Population": 104095}"
706,Algeciras,ESP,Andalusia,"{"Population": 103106}"
707,Marbella,ESP,Andalusia,"{"Population": 101144}"
708,Barakaldo,ESP,Baskimaa,"{"Population": 98212}"
709,"Dos Hermanas",ESP,Andalusia,"{"Population": 94591}"
710,"Santiago de Compostela",ESP,Galicia,"{"Population": 93745}"
711,"Torrejón de Ardoz",ESP,Madrid,"{"Population": 92262}"
712,"Cape Town",ZAF,"Western Cape","{"Population": 2352121}"
713,Soweto,ZAF,Gauteng,"{"Population": 904165}"
714,Johannesburg,ZAF,Gauteng,"{"Population": 756653}"
715,"Port Elizabeth",ZAF,"Eastern Cape","{"Population": 752319}"
716,Pretoria,ZAF,Gauteng,"{"Population": 658630}"
717,Inanda,ZAF,KwaZulu-Natal,"{"Population": 634065}"
718,Durban,ZAF,KwaZulu-Natal,"{"Population": 566120}"
719,Vanderbijlpark,ZAF,Gauteng,"{"Population": 468931}"
720,"Kempton Park",ZAF,Gauteng,"{"Population": 442633}"
721,Alberton,ZAF,Gauteng,"{"Population": 410102}"
722,Pinetown,ZAF,KwaZulu-Natal,"{"Population": 378810}"
723,Pietermaritzburg,ZAF,KwaZulu-Natal,"{"Population": 370190}"
724,Benoni,ZAF,Gauteng,"{"Population": 365467}"
725,Randburg,ZAF,Gauteng,"{"Population": 341288}"
726,Umlazi,ZAF,KwaZulu-Natal,"{"Population": 339233}"
727,Bloemfontein,ZAF,"Free State","{"Population": 334341}"
728,Vereeniging,ZAF,Gauteng,"{"Population": 328535}"
729,Wonderboom,ZAF,Gauteng,"{"Population": 283289}"
730,Roodepoort,ZAF,Gauteng,"{"Population": 279340}"
731,Boksburg,ZAF,Gauteng,"{"Population": 262648}"
732,Klerksdorp,ZAF,"North West","{"Population": 261911}"
733,Soshanguve,ZAF,Gauteng,"{"Population": 242727}"
734,Newcastle,ZAF,KwaZulu-Natal,"{"Population": 222993}"
735,"East London",ZAF,"Eastern Cape","{"Population": 221047}"
736,Welkom,ZAF,"Free State","{"Population": 203296}"
737,Kimberley,ZAF,"Northern Cape","{"Population": 197254}"
738,Uitenhage,ZAF,"Eastern Cape","{"Population": 192120}"
739,Chatsworth,ZAF,KwaZulu-Natal,"{"Population": 189885}"
740,Mdantsane,ZAF,"Eastern Cape","{"Population": 182639}"
741,Krugersdorp,ZAF,Gauteng,"{"Population": 181503}"
742,Botshabelo,ZAF,"Free State","{"Population": 177971}"
743,Brakpan,ZAF,Gauteng,"{"Population": 171363}"
744,Witbank,ZAF,Mpumalanga,"{"Population": 167183}"
745,Oberholzer,ZAF,Gauteng,"{"Population": 164367}"
746,Germiston,ZAF,Gauteng,"{"Population": 164252}"
747,Springs,ZAF,Gauteng,"{"Population": 162072}"
748,Westonaria,ZAF,Gauteng,"{"Population": 159632}"
749,Randfontein,ZAF,Gauteng,"{"Population": 120838}"
750,Paarl,ZAF,"Western Cape","{"Population": 105768}"
751,Potchefstroom,ZAF,"North West","{"Population": 101817}"
752,Rustenburg,ZAF,"North West","{"Population": 97008}"
753,Nigel,ZAF,Gauteng,"{"Population": 96734}"
754,George,ZAF,"Western Cape","{"Population": 93818}"
755,Ladysmith,ZAF,KwaZulu-Natal,"{"Population": 89292}"
756,"Addis Abeba",ETH,"Addis Abeba","{"Population": 2495000}"
757,"Dire Dawa",ETH,"Dire Dawa","{"Population": 164851}"
758,Nazret,ETH,Oromia,"{"Population": 127842}"
759,Gonder,ETH,Amhara,"{"Population": 112249}"
760,Dese,ETH,Amhara,"{"Population": 97314}"
761,Mekele,ETH,Tigray,"{"Population": 96938}"
762,"Bahir Dar",ETH,Amhara,"{"Population": 96140}"
763,Stanley,FLK,"East Falkland","{"Population": 1636}"
764,Suva,FJI,Central,"{"Population": 77366}"
765,Quezon,PHL,"National Capital Reg","{"Population": 2173831}"
766,Manila,PHL,"National Capital Reg","{"Population": 1581082}"
767,Kalookan,PHL,"National Capital Reg","{"Population": 1177604}"
768,Davao,PHL,"Southern Mindanao","{"Population": 1147116}"
769,Cebu,PHL,"Central Visayas","{"Population": 718821}"
770,Zamboanga,PHL,"Western Mindanao","{"Population": 601794}"
771,Pasig,PHL,"National Capital Reg","{"Population": 505058}"
772,Valenzuela,PHL,"National Capital Reg","{"Population": 485433}"
773,"Las Piñas",PHL,"National Capital Reg","{"Population": 472780}"
774,Antipolo,PHL,"Southern Tagalog","{"Population": 470866}"
775,Taguig,PHL,"National Capital Reg","{"Population": 467375}"
776,"Cagayan de Oro",PHL,"Northern Mindanao","{"Population": 461877}"
777,Parañaque,PHL,"National Capital Reg","{"Population": 449811}"
778,Makati,PHL,"National Capital Reg","{"Population": 444867}"
779,Bacolod,PHL,"Western Visayas","{"Population": 429076}"
780,"General Santos",PHL,"Southern Mindanao","{"Population": 411822}"
781,Marikina,PHL,"National Capital Reg","{"Population": 391170}"
782,Dasmariñas,PHL,"Southern Tagalog","{"Population": 379520}"
783,Muntinlupa,PHL,"National Capital Reg","{"Population": 379310}"
784,Iloilo,PHL,"Western Visayas","{"Population": 365820}"
785,Pasay,PHL,"National Capital Reg","{"Population": 354908}"
786,Malabon,PHL,"National Capital Reg","{"Population": 338855}"
787,"San José del Monte",PHL,"Central Luzon","{"Population": 315807}"
788,Bacoor,PHL,"Southern Tagalog","{"Population": 305699}"
789,Iligan,PHL,"Central Mindanao","{"Population": 285061}"
790,Calamba,PHL,"Southern Tagalog","{"Population": 281146}"
791,Mandaluyong,PHL,"National Capital Reg","{"Population": 278474}"
792,Butuan,PHL,Caraga,"{"Population": 267279}"
793,Angeles,PHL,"Central Luzon","{"Population": 263971}"
794,Tarlac,PHL,"Central Luzon","{"Population": 262481}"
795,Mandaue,PHL,"Central Visayas","{"Population": 259728}"
796,Baguio,PHL,CAR,"{"Population": 252386}"
797,Batangas,PHL,"Southern Tagalog","{"Population": 247588}"
798,Cainta,PHL,"Southern Tagalog","{"Population": 242511}"
799,"San Pedro",PHL,"Southern Tagalog","{"Population": 231403}"
800,Navotas,PHL,"National Capital Reg","{"Population": 230403}"
801,Cabanatuan,PHL,"Central Luzon","{"Population": 222859}"
802,"San Fernando",PHL,"Central Luzon","{"Population": 221857}"
803,Lipa,PHL,"Southern Tagalog","{"Population": 218447}"
804,Lapu-Lapu,PHL,"Central Visayas","{"Population": 217019}"
805,"San Pablo",PHL,"Southern Tagalog","{"Population": 207927}"
806,Biñan,PHL,"Southern Tagalog","{"Population": 201186}"
807,Taytay,PHL,"Southern Tagalog","{"Population": 198183}"
808,Lucena,PHL,"Southern Tagalog","{"Population": 196075}"
809,Imus,PHL,"Southern Tagalog","{"Population": 195482}"
810,Olongapo,PHL,"Central Luzon","{"Population": 194260}"
811,Binangonan,PHL,"Southern Tagalog","{"Population": 187691}"
812,"Santa Rosa",PHL,"Southern Tagalog","{"Population": 185633}"
813,Tagum,PHL,"Southern Mindanao","{"Population": 179531}"
814,Tacloban,PHL,"Eastern Visayas","{"Population": 178639}"
815,Malolos,PHL,"Central Luzon","{"Population": 175291}"
816,Mabalacat,PHL,"Central Luzon","{"Population": 171045}"
817,Cotabato,PHL,"Central Mindanao","{"Population": 163849}"
818,Meycauayan,PHL,"Central Luzon","{"Population": 163037}"
819,"Puerto Princesa",PHL,"Southern Tagalog","{"Population": 161912}"
820,Legazpi,PHL,Bicol,"{"Population": 157010}"
821,Silang,PHL,"Southern Tagalog","{"Population": 156137}"
822,Ormoc,PHL,"Eastern Visayas","{"Population": 154297}"
823,"San Carlos",PHL,Ilocos,"{"Population": 154264}"
824,Kabankalan,PHL,"Western Visayas","{"Population": 149769}"
825,Talisay,PHL,"Central Visayas","{"Population": 148110}"
826,Valencia,PHL,"Northern Mindanao","{"Population": 147924}"
827,Calbayog,PHL,"Eastern Visayas","{"Population": 147187}"
828,"Santa Maria",PHL,"Central Luzon","{"Population": 144282}"
829,Pagadian,PHL,"Western Mindanao","{"Population": 142515}"
830,Cadiz,PHL,"Western Visayas","{"Population": 141954}"
831,Bago,PHL,"Western Visayas","{"Population": 141721}"
832,Toledo,PHL,"Central Visayas","{"Population": 141174}"
833,Naga,PHL,Bicol,"{"Population": 137810}"
834,"San Mateo",PHL,"Southern Tagalog","{"Population": 135603}"
835,Panabo,PHL,"Southern Mindanao","{"Population": 133950}"
836,Koronadal,PHL,"Southern Mindanao","{"Population": 133786}"
837,Marawi,PHL,"Central Mindanao","{"Population": 131090}"
838,Dagupan,PHL,Ilocos,"{"Population": 130328}"
839,Sagay,PHL,"Western Visayas","{"Population": 129765}"
840,Roxas,PHL,"Western Visayas","{"Population": 126352}"
841,Lubao,PHL,"Central Luzon","{"Population": 125699}"
842,Digos,PHL,"Southern Mindanao","{"Population": 125171}"
843,"San Miguel",PHL,"Central Luzon","{"Population": 123824}"
844,Malaybalay,PHL,"Northern Mindanao","{"Population": 123672}"
845,Tuguegarao,PHL,"Cagayan Valley","{"Population": 120645}"
846,Ilagan,PHL,"Cagayan Valley","{"Population": 119990}"
847,Baliuag,PHL,"Central Luzon","{"Population": 119675}"
848,Surigao,PHL,Caraga,"{"Population": 118534}"
849,"San Carlos",PHL,"Western Visayas","{"Population": 118259}"
850,"San Juan del Monte",PHL,"National Capital Reg","{"Population": 117680}"
851,Tanauan,PHL,"Southern Tagalog","{"Population": 117539}"
852,Concepcion,PHL,"Central Luzon","{"Population": 115171}"
853,"Rodriguez (Montalban)",PHL,"Southern Tagalog","{"Population": 115167}"
854,Sariaya,PHL,"Southern Tagalog","{"Population": 114568}"
855,Malasiqui,PHL,Ilocos,"{"Population": 113190}"
856,"General Mariano Alvarez",PHL,"Southern Tagalog","{"Population": 112446}"
857,Urdaneta,PHL,Ilocos,"{"Population": 111582}"
858,Hagonoy,PHL,"Central Luzon","{"Population": 111425}"
859,"San Jose",PHL,"Southern Tagalog","{"Population": 111009}"
860,Polomolok,PHL,"Southern Mindanao","{"Population": 110709}"
861,Santiago,PHL,"Cagayan Valley","{"Population": 110531}"
862,Tanza,PHL,"Southern Tagalog","{"Population": 110517}"
863,Ozamis,PHL,"Northern Mindanao","{"Population": 110420}"
864,Mexico,PHL,"Central Luzon","{"Population": 109481}"
865,"San Jose",PHL,"Central Luzon","{"Population": 108254}"
866,Silay,PHL,"Western Visayas","{"Population": 107722}"
867,"General Trias",PHL,"Southern Tagalog","{"Population": 107691}"
868,Tabaco,PHL,Bicol,"{"Population": 107166}"
869,Cabuyao,PHL,"Southern Tagalog","{"Population": 106630}"
870,Calapan,PHL,"Southern Tagalog","{"Population": 105910}"
871,Mati,PHL,"Southern Mindanao","{"Population": 105908}"
872,Midsayap,PHL,"Central Mindanao","{"Population": 105760}"
873,Cauayan,PHL,"Cagayan Valley","{"Population": 103952}"
874,Gingoog,PHL,"Northern Mindanao","{"Population": 102379}"
875,Dumaguete,PHL,"Central Visayas","{"Population": 102265}"
876,"San Fernando",PHL,Ilocos,"{"Population": 102082}"
877,Arayat,PHL,"Central Luzon","{"Population": 101792}"
878,"Bayawan (Tulong)",PHL,"Central Visayas","{"Population": 101391}"
879,Kidapawan,PHL,"Central Mindanao","{"Population": 101205}"
880,"Daraga (Locsin)",PHL,Bicol,"{"Population": 101031}"
881,Marilao,PHL,"Central Luzon","{"Population": 101017}"
882,Malita,PHL,"Southern Mindanao","{"Population": 100000}"
883,Dipolog,PHL,"Western Mindanao","{"Population": 99862}"
884,Cavite,PHL,"Southern Tagalog","{"Population": 99367}"
885,Danao,PHL,"Central Visayas","{"Population": 98781}"
886,Bislig,PHL,Caraga,"{"Population": 97860}"
887,Talavera,PHL,"Central Luzon","{"Population": 97329}"
888,Guagua,PHL,"Central Luzon","{"Population": 96858}"
889,Bayambang,PHL,Ilocos,"{"Population": 96609}"
890,Nasugbu,PHL,"Southern Tagalog","{"Population": 96113}"
